canonicalName,aliases,sourcePath,componentType,serviceDomainPlane,capabilityDescription,backendApiContractStatus,frontendSurfaceExpected,currentFrontendRouteComponent,mobileSurfaceExpected,currentMobileScreenComponent,apiClientHook,workflowEventDependency,databaseMigrationDependency,trustSecurityDependency,relatedServices,currentCompletenessStatus,currentBlocker,recommendedClassification
"bff-route:/internal/v1/identity/biometric/vito","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/identity/biometric/vito","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/identity/providers","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/identity/providers","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/imaging","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/imaging","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/immunizations","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/immunizations","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/inpatient","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/inpatient","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/integration-hub","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/integration-hub","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/intelligence-plane","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/intelligence-plane","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/inventory","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/inventory","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/inventory-elmis","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/inventory-elmis","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/lab-orders","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/lab-orders","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/labour-monitoring","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/labour-monitoring","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/learning","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/learning","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/marketplace","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/marketplace","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/maternity","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/maternity","runtime-implemented","yes","","unknown","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/appointments","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/appointments","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/consents","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/consents","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/coverage","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/coverage","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/deliveries","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/deliveries","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/feed","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/feed","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/integration","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/integration","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/marketplace","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/marketplace","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/messaging","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/messaging","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/nhume","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/nhume","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/prescriptions","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/prescriptions","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/profile","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/profile","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/public-health","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/public-health","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/records","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/records","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/reminders","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/reminders","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/results","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/results","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/social","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/social","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/support","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/support","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/telehealth","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/telehealth","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/citizen/timeline","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/citizen/timeline","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/admin-registry","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/admin-registry","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/deliveries","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/deliveries","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/developer","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/developer","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/diagnosis","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/diagnosis","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/discharge","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/discharge","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/encounters","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/encounters","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/forms","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/forms","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/governance","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/governance","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/integration","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/integration","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/inventory","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/inventory","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/labs","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/labs","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/labs/results","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/labs/results","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
"bff-route:/internal/v1/mobile/provider/messaging","","services/experience-bff","bff-route-prefix","experience/bff","BFF HTTP prefix /internal/v1/mobile/provider/messaging","runtime-implemented","yes","","yes","","","","","TSHEPO","experience-bff","implemented","","bff-api-facade"
